"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"powerspec","original",1,200,5,1,120,129,61,"S3",2,"cin",208662.2274,107,"3",0.813937259998056,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","Naive"
"PS","original",3,200,10,114,1,49,129,"S3",2,"cin",208662.2274,108,"2",0.751022134998493,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive"
"conv5","original",3,200,5,1,107,129,97,"S3",2,"cin",208662.2274,109,"1",1.01056443499692,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"PS","original",2,200,7,1,83,129,40,"S3",2,"cin",208662.2274,110,"2",0.814476470000955,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"conv5","original",3,200,5,103,1,39,129,"S3",2,"cin",208662.2274,111,"1",0.767820189998019,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"conv5","original",2,200,3,42,1,76,129,"S3",2,"cin",208662.2274,112,"2",0.707593610000913,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive"
"powerspec","synth",2,200,7,1,12,129,116,"S3",2,"cin",208662.2274,113,"1",0.666985989999375,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"PS","synth",3,200,6,1,28,129,57,"S3",2,"cin",208662.2274,114,"2",0.736859779997758,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"conv5","synth",1,200,5,98,1,74,129,"S3",2,"cin",208662.2274,115,"1",0.568611894999776,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive"
"conv5","original",1,200,5,101,1,78,129,"S3",2,"cin",208662.2274,116,"2",0.734416829996917,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"PS","original",2,200,10,1,123,129,86,"S3",2,"cin",208662.2274,117,"1",0.591844179998589,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"powerspec","synth",2,200,10,1,25,129,15,"S3",2,"cin",208662.2274,118,"2",0.674133045002236,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"PS","original",2,200,6,49,1,101,129,"S3",2,"cin",208662.2274,119,"1",0.646651689999999,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"PS","synth",3,200,7,37,1,73,129,"S3",2,"cin",208662.2274,120,"1",0.566050369998266,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"PS","synth",2,200,8,1,114,129,64,"S3",2,"cin",208662.2274,121,"2",0.496560029998363,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive"
"PS","original",2,200,5,29,1,32,129,"S3",2,"cin",208662.2274,122,"2",0.557403080001677,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"conv5","original",1,200,9,1,38,129,77,"S3",2,"cin",208662.2274,123,"2",0.371304529999179,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive"
"conv5","synth",2,200,7,24,1,44,129,"S3",2,"cin",208662.2274,124,"2",0.343071519997466,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive"
"conv5","synth",1,200,1,128,1,92,129,"S3",2,"cin",208662.2274,125,"1",0.389341699996294,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"conv5","original",2,200,8,64,1,2,129,"S3",2,"cin",208662.2274,126,"1",0.583787294999638,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive"
"conv5","synth",2,200,8,1,77,129,43,"S3",2,"cin",208662.2274,127,"1",0.762602185001015,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"conv5","synth",3,200,3,1,7,129,15,"S3",2,"cin",208662.2274,128,"3",0.624784160001582,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"PS","original",1,200,8,117,1,109,129,"S3",2,"cin",208662.2274,129,"1",0.694179275000351,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"powerspec","original",3,200,4,1,94,129,127,"S3",2,"cin",208662.2274,130,"3",0.74400532999789,NA,NA,1,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"PS","synth",3,200,9,1,38,129,128,"S3",2,"cin",208662.2274,131,"1",0.594745779995719,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"powerspec","original",1,200,2,53,1,42,129,"S3",2,"cin",208662.2274,132,"2",0.58696440499989,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"powerspec","original",3,200,10,1,84,129,72,"S3",2,"cin",208662.2274,133,"1",0.613113239996892,NA,NA,0,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"PS","original",2,200,9,1,119,129,45,"S3",2,"cin",208662.2274,134,"1",0.672719009999128,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"conv5","synth",3,200,6,1,82,129,104,"S3",2,"cin",208662.2274,135,"2",0.623507144999166,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"powerspec","synth",2,200,3,1,106,129,88,"S3",2,"cin",208662.2274,136,"1",0.613106519998837,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"PS","synth",1,200,9,88,1,41,129,"S3",2,"cin",208662.2274,137,"2",0.629975119998562,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"conv5","synth",3,200,6,65,1,114,129,"S3",2,"cin",208662.2274,138,"1",0.488047194998217,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"PS","synth",1,200,7,66,1,58,129,"S3",2,"cin",208662.2274,139,"1",0.447473939999327,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"powerspec","original",1,200,3,1,99,129,96,"S3",2,"cin",208662.2274,140,"2",0.636025529998733,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"conv5","original",2,200,2,97,1,29,129,"S3",2,"cin",208662.2274,141,"1",0.696158729995659,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive"
"conv5","original",1,200,1,118,1,124,129,"S3",2,"cin",208662.2274,142,"2",0.710094009999011,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive"
"PS","original",1,200,7,1,18,129,26,"S3",2,"cin",208662.2274,143,"2",0.817224439997517,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"PS","synth",1,200,3,104,1,98,129,"S3",2,"cin",208662.2274,144,"1",0.802289639999799,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"PS","synth",3,200,6,76,1,17,129,"S3",2,"cin",208662.2274,145,"2",0.687525409997761,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"conv5","synth",1,200,10,110,1,23,129,"S3",2,"cin",208662.2274,146,"2",0.576005489998352,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"powerspec","original",1,200,5,1,100,129,56,"S3",2,"cin",208662.2274,147,"2",0.768704429996433,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"PS","original",2,200,2,1,11,129,3,"S3",2,"cin",208662.2274,148,"1",0.729868889997306,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"powerspec","synth",3,200,8,11,1,116,129,"S3",2,"cin",208662.2274,149,"3",0.658717074999004,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"powerspec","synth",1,200,4,32,1,24,129,"S3",2,"cin",208662.2274,150,"2",0.568563954999263,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"powerspec","synth",2,200,7,5,1,93,129,"S3",2,"cin",208662.2274,151,"1",0.568641384998045,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"powerspec","synth",2,200,8,109,1,29,129,"S3",2,"cin",208662.2274,152,"2",0.585410759998922,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"powerspec","original",1,200,6,61,1,119,129,"S3",2,"cin",208662.2274,153,"1",0.816617934997339,NA,NA,1,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"PS","original",1,200,4,1,53,129,51,"S3",2,"cin",208662.2274,154,"2",0.763638144999277,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"conv5","synth",2,200,5,1,66,129,77,"S3",2,"cin",208662.2274,155,"2",0.605467155000952,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"PS","original",2,200,10,1,38,129,122,"S3",2,"cin",208662.2274,156,"2",0.485323574997892,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","Naive"
"powerspec","original",3,200,6,1,84,129,100,"S3",2,"cin",208662.2274,157,"1",0.680138184998214,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"powerspec","synth",2,200,2,118,1,25,129,"S3",2,"cin",208662.2274,158,"2",0.730460260001564,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Parafoveal","Naive"
"powerspec","original",1,200,2,1,37,129,60,"S3",2,"cin",208662.2274,159,"2",0.925585229997523,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"conv5","synth",1,200,10,1,101,129,34,"S3",2,"cin",208662.2274,160,"1",0,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"powerspec","original",1,200,9,1,48,129,85,"S3",2,"cin",208662.2274,161,"2",0.824747244998434,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"PS","original",1,200,4,1,15,129,79,"S3",2,"cin",208662.2274,162,"2",0.892384944996593,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"PS","original",1,200,9,23,1,45,129,"S3",2,"cin",208662.2274,163,"2",0.753755775000172,NA,NA,0,"FoodVarious0001_1_S","Candy","Parafoveal","Naive"
"powerspec","original",2,200,9,1,12,129,124,"S3",2,"cin",208662.2274,164,"1",0.679278274998069,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive"
"powerspec","synth",1,200,8,113,1,93,129,"S3",2,"cin",208662.2274,165,"3",0.752727979997871,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"conv5","original",3,200,8,1,29,129,67,"S3",2,"cin",208662.2274,166,"1",0.710612595001294,NA,NA,0,"Scrapyard0033_1_S","Scrap","Parafoveal","Naive"
"powerspec","synth",1,200,4,1,55,129,47,"S3",2,"cin",208662.2274,167,"2",0.637797299998056,NA,NA,0,"GrassDead0131_1_S","Grass","Parafoveal","Naive"
"PS","original",3,200,9,1,82,129,81,"S3",2,"cin",208662.2274,168,"1",0.626468909998948,NA,NA,0,"Crackles0004_1_S","Cracks","Parafoveal","Naive"
"powerspec","synth",1,200,5,1,125,129,77,"S3",2,"cin",208662.2274,169,"3",0.696220544996322,NA,NA,0,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"PS","synth",2,200,7,1,60,129,55,"S3",2,"cin",208662.2274,170,"2",0.476554964996467,NA,NA,1,"GrassDead0131_1_S","Grass","Parafoveal","Naive"
"conv5","synth",2,200,1,117,1,104,129,"S3",2,"cin",208662.2274,171,"1",0.544809869999881,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"conv5","original",1,200,8,1,109,129,104,"S3",2,"cin",208662.2274,172,"3",0.776846894998016,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Parafoveal","Naive"
"conv5","original",2,200,6,31,1,63,129,"S3",2,"cin",208662.2274,173,"1",0.799469720001071,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"powerspec","synth",3,200,6,1,83,129,80,"S3",2,"cin",208662.2274,174,"2",0.759526009998808,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Parafoveal","Naive"
"PS","synth",1,200,7,1,89,129,41,"S3",2,"cin",208662.2274,175,"1",0.80219501999818,NA,NA,1,"Carpet0047_1_S","Carpet","Parafoveal","Naive"
"PS","synth",2,200,1,1,68,129,41,"S3",2,"cin",208662.2274,176,"2",0.595618394996563,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Parafoveal","Naive"
"powerspec","synth",3,200,6,74,1,50,129,"S3",2,"cin",208662.2274,177,"3",0.60060760000124,NA,NA,1,"BrickRound0043_1_S","Bricks","Parafoveal","Naive"
"PS","original",1,200,1,1,25,129,14,"S3",2,"cin",208662.2274,178,"1",0.735006470000371,NA,NA,1,"Vegetables0024_1_S","Beans","Parafoveal","Naive"
"powerspec","synth",1,200,2,32,1,125,129,"S3",2,"cin",208662.2274,179,"3",1.11423890999868,NA,NA,0,"Gravel0097_1_S","Gravel","Parafoveal","Naive"
